Respondent ID,Tell us about your classroom,Latitude,Longitude,Buildings Name
4jd272skm6y6,They're renovated and newer,34.732728,-86.641546,Morton Hall
784dzb4ezi9v,These are up to date and modern,34.732737,-86.641649,Morton Hall
7rp8apa8gxj6,"The facilities are nice, it's bright, plenty of outlets, windows",34.732744,-86.641606,Morton Hall
6bz8nzz4mji8,"Windows, modernity, and comfortable seats. Morton is great for this, Wilson is not bad, Shelby is good.",34.732747,-86.64155,Morton Hall
8sw7yco8oea3,"Morton has the best classrooms on campus. They are new, comfortable and have a lot of light. Most important are the desks and chairs. Whatever layout is in there for lecture halls should be *everywhere* on campus",34.73275,-86.641572,Morton Hall
6ye8z7yb82k4,they have nice seats and windows,34.732754,-86.641542,Morton Hall
3f2xia3kr4l6,I like the rooms with the long desks that are elevated on different levels.,34.732755,-86.641559,Morton Hall
883ces44auv4,The Morton Hall classrooms are nice and spacious with comfortable seating.,34.732763,-86.641496,Morton Hall
8n4s7s49nsc7,"Newer, no surprise there",34.732765,-86.641572,Morton Hall
7itp6ttf2v36,Newly renovated and therefore nice to study in,34.732772,-86.641686,Morton Hall
3u8w6p4gjx63,I feel they are the nicest classrooms on campus,34.732784,-86.641611,Morton Hall
26pi4alf88c9,"The building is accessible for all bodies, and the seating isn't outdated, so it accommodates for more people without them having to go to disability services right away",34.732801,-86.641568,Morton Hall
2hj9zwv4ayd6,bc they're newer and nicer looking,34.732807,-86.641682,Morton Hall
7wl6hck4txe4,Nice building. Good parking,34.732812,-86.641699,Morton Hall
3bub6d73dbc3,Updated and bright rooms with funny chairs,34.732829,-86.641858,Morton Hall
39sis2ljs2l8,They have open rooms for us to study.,34.732834,-86.641757,Morton Hall
7m9utt489bo3,"Feels modern, has more windows and better scenery, has more natural light.",34.732838,-86.641557,Morton Hall
88c6rus36cga,The windows make it less depressing,34.732841,-86.641715,Morton Hall
6ny97nnv73g6,"New, spacious, good air circulation, good natural lighting",34.732841,-86.641628,Morton Hall
7cm4bk4xzj99,I like their seats,34.732841,-86.641554,Morton Hall
9pnb6svh2yza,Crean and modern,34.732842,-86.641647,Morton Hall
8am48edu8nma,Looks like someone actually tried to make it appealing.,34.732848,-86.641781,Morton Hall
9cv6vd7i3z33,Very nice and accommodating,34.732855,-86.641702,Morton Hall
9ux9jbe6ij63,Very cleanly and spacious.,34.732859,-86.641688,Morton Hall
6iv97lrc22g9,These classrooms are big and have recording equipment good for panopto recordings.,34.732862,-86.641745,Morton Hall
87zot2hvk3ls,Rolling Chairs,34.732863,-86.641701,Morton Hall
3jn9sbd3lzi7,TheyÂ’re neat and clean,34.732864,-86.641876,Morton Hall
8tw9zjv2gt73,MortonÂ’s classrooms are nice and open,34.732864,-86.641203,Morton Hall
9ah6p3xkz6w3,All of the classrooms in Morton Hall are wonderful.,34.73287,-86.641573,Morton Hall
3sm4lu3kex67,"There are places to plug in my laptop, it is not dirty, and the classrooms are spacious",34.732871,-86.64183,Morton Hall
3nzt7dob24da,"Very modern, high ceilings and good lighting, also good study areas.",34.732871,-86.641768,Morton Hall
97jx36phl9g9,"Morton has really good lighting, mostly good temperature control for a large building and the classrooms are set up well.",34.732874,-86.641812,Morton Hall
4ji2zgo3949a,They are modern and have comfortable chairs,34.732877,-86.641871,Morton Hall
8lz7nc4rfl76,nice buildings,34.732881,-86.641859,Morton Hall
9ue6blv3g4f6,The rooms are nice and feel welcoming.,34.732884,-86.64171,Morton Hall
6em8or3yja64,"Best classroom layouts, do not feel like I am crammed into the classroom like sardines.",34.732892,-86.641729,Morton Hall
9xx2jtn432u6,"Pretty windows, study spaces",34.732893,-86.641717,Morton Hall
8ko4x9hss9la,"super nice, feels like a classroom, one in franz is just convenient",34.732896,-86.641788,Morton Hall
4re37jer7bsj,I love it when the classroom has actual sunlight and looks mostly modern. Morton Hall is the best at this. Easily moveable chairs are also a big plus.,34.732897,-86.641695,Morton Hall
94u7swn7gzk4,"Better technology, easier to hear professors, and easier to see the board/ professor.",34.732911,-86.641591,Morton Hall
8kw788yd8od4,The classrooms in Morton seem to be very updated with comfortable seating and good lighting/facilities. I just like Shelby Center.,34.732914,-86.641673,Morton Hall
63ze69pv289a,"They typically seem clean and well maintained, but the parking there is the worst on campus.",34.732916,-86.641711,Morton Hall
2xje3vjr4cw6,They are new,34.732918,-86.641757,Morton Hall
8bom3xjf2wd7,They are new and nice,34.732919,-86.641721,Morton Hall
2x3t3lyc49c9,"These classrooms have fabulously big windows, comfortable chairs and auditorium style classrooms that mean it's always easy to see and hear the lecturer",34.732919,-86.641684,Morton Hall
8hy6miy9ps27,ThereÂ’s a lot of space and thereÂ’s many outlets,34.732924,-86.641786,Morton Hall
3pcp8zb38ws4,It's nice,34.732926,-86.641983,Morton Hall
233n94lot6e3,Close to doorways/parking lots,34.732926,-86.641609,Morton Hall
247vwx29rrs4,Short distance and also easy to walk to at night. The renovations are nice.,34.732931,-86.641644,Morton Hall
7row3s8djg69,The ones in Morton because theyÂ’re new,34.732934,-86.641684,Morton Hall
48iot7yj3ap8,"Morton Hall's capabilities are higher than that of a large portion of campus, mostly due to recency.",34.732935,-86.641792,Morton Hall
74atm4lpi4ba,"New classrooms, nice setup",34.732942,-86.641674,Morton Hall
9v8kyc7s4wc3,Nicest building,34.732947,-86.641803,Morton Hall
4ut78khb7ra3,The long tables with the roller chairs are so comfortable,34.732949,-86.641858,Morton Hall
96unn3cvi2g8,They are spacious.,34.732951,-86.641972,Morton Hall
2fc6zbd7ozm9,"I don't even have any classes there, but every time I go here for clubs I always admire those who do have classes here.",34.732958,-86.641935,Morton Hall
7fx2u8doa2d9,Morton is the nicest building.,34.732958,-86.641807,Morton Hall
3ib42bb3zwb9,Morton is nice.,34.732963,-86.641623,Morton Hall
94mh3xt6cfb3,I like the amount of natural lighting they have throughout the building.,34.732969,-86.641669,Morton Hall
3iw4xfn47s79,The new update to Morton hall is really nice and has livened up the building quite a bit. I would love to see more of that kind of update to the campus as a whole and updating or recreating some of the older buildings on campus. I know Engineering is one college that is receiving a desperately needed new building and am excited for that for our engineering students.,34.732969,-86.64165,Morton Hall
7za9j82ys3x9,Easy to navigate.,34.732972,-86.641807,Morton Hall
6v2pw38uft28,I spend most of my time there since thatÂ’s where most of my classes are so itÂ’s just due to familiarity,34.732972,-86.641703,Morton Hall
63vfi3aw6av6,Most updated,34.732975,-86.641975,Morton Hall
2te9ejz7dh24,Newer desks and chairs are more comfortable and I like the size of the rooms,34.73298,-86.641779,Morton Hall
8ni8vm8ne8v4,They have enough space and easy to see boards.,34.732981,-86.641739,Morton Hall
474n2cv827n3,"Classrooms are big, have comfortable seating, great technology, and big windows allow sunlight in.",34.732983,-86.641834,Morton Hall
6km7d39vch28,good classrooms with step seating,34.732984,-86.64183,Morton Hall
9j7a7c8vd3ra,Have the necessary tech and sitting areas.,34.732988,-86.641822,Morton Hall
3bb4he2i34oa,Outlets are more accessible in Morton and there is more space in general. In Shelby the regular classrooms are a good size.,34.73299,-86.641765,Morton Hall
4py8kr297zga,"Morton: nice designs, user friendly, nice seating. Annex: itÂ’s quiet and the lab is a good place to work on films",34.732998,-86.641912,Morton Hall
8br44tr3rwb7,Spacious,34.732998,-86.64174,Morton Hall
94pxv8ah9hs9,Morton has a lot of flexibility in its classrooms with the tables and chairs being easy to move and the variety of classrooms that suits different needs,34.733,-86.641777,Morton Hall
6b6lh3yb7fwa,"Newer building, natural light",34.733001,-86.641843,Morton Hall
36b3whb4dut7,"Morton is cleaner than most of the other buildings, and the classrooms donÂ’t feel like a bathroom",34.733007,-86.641779,Morton Hall
9fe37gjk4vll,I like how open they are.,34.733008,-86.641799,Morton Hall
3iid3mly9jv3,Morton is just nice.  A lot of windows let in a lot of natural light.  Studying or attending class there is great.  Roberts has a nice view of campus as well.,34.733016,-86.641895,Morton Hall
7rl8ahw2vxo6,newer,34.733018,-86.641972,Morton Hall
4uw3mzi2cis3,"Between Morton, Shelby and the science building the Morton addition building has had the best rooms since they are all spacious and feel good to be in",34.733018,-86.64185,Morton Hall
2fh2ksz6yoe9,Spacious and plenty of natural light,34.733024,-86.641841,Morton Hall
6t36gl6s7mr6,Outlets and spacious classrooms,34.733027,-86.641795,Morton Hall
94pc2vtu2xw6,"Usually very bright and sunny because of the windows, and there are plenty of seating in the classrooms. Improvement could be made in more areas to study throughout the building.",34.73303,-86.641861,Morton Hall
7om2gvx2i7ws,Map many windows and light,34.73303,-86.641748,Morton Hall
2li4pvm84db3,The chairs are comfortable,34.733035,-86.641839,Morton Hall
9ee4xrh3ktr6,"These classrooms have the best lighting and best amenities (outlets, whiteboards, chairs, etc)",34.733035,-86.641743,Morton Hall
4xvc7yjl27o9,Parking is close to building and I don't have to go back and forth between buildings.,34.733041,-86.641871,Morton Hall
93hcd38pg628,Nice room,34.733051,-86.641866,Morton Hall
42ysm4lg8xfa,"These spaces have individual desks, or spacious tables/seating",34.733057,-86.641852,Morton Hall
87n7kxi6gzl8,better chairs and more room,34.733057,-86.641721,Morton Hall
2gz9nra4tgj6,They are comfortable and have quite a bit of room.,34.733059,-86.641746,Morton Hall
8mw2ptl2zhu2,I typically only have classes in Morton Hall.,34.733072,-86.641983,Morton Hall
3uc7k9ljj7k9,"Outlets, better chairs, better visibility with different levels of seating",34.733072,-86.64189,Morton Hall
9ld7owj7nij7,They are nice and new!,34.733089,-86.641809,Morton Hall
2y7ezs8tp9k8,super updated and clean looking (in a fresh/new way not unhygienic way (cleaning staff is great and doing god's work)),34.733093,-86.641866,Morton Hall
9j6fyx48pzu6,"I spend most of my time in Morton, but it is considerably nicer and easier to get around than Business Administration Building",34.733096,-86.641824,Morton Hall
7w79kug4aws8,I like all the glass.,34.733097,-86.641867,Morton Hall
3m8rvd8zay98,"ItÂ’s a newer part of the building, so the classes are nicer.",34.733104,-86.641646,Morton Hall
6m8nl4slh3d9,Large windows and natural light,34.733105,-86.641472,Morton Hall
2fh8pzt73ww6,"Morton, especially the new part, is easy to get around. There are also ample places to study between classes.",34.733118,-86.641852,Morton Hall
6xk77vng4ms9,The AC works very well in Morton.,34.733118,-86.641833,Morton Hall
424v76ixn7ba,They feel modern and up to the current standard of energy sustainability,34.733125,-86.641858,Morton Hall
3vm2nbj4tzw6,New and comfy,34.733126,-86.642026,Morton Hall
2pd3uzv9r3w6,I have spent the last 3 years in this building,34.733135,-86.64193,Morton Hall
2tf9prt49jca,They are the newest.,34.733143,-86.641949,Morton Hall
6i6n4cjx3rd7,I enjoy the long tables in Morton more than individual desks. I also appreicate how the long tables have easier access to plugs for my computer. Classes in the library are convinient so I don't have to use/bring my personal computer.,34.733149,-86.641871,Morton Hall
6g7bfa8z49d6,"Plenty of whiteboards, plenty of space, enough outlets for everyone, the layout of the building makes sense, there are places to sit between classes.",34.73315,-86.641887,Morton Hall
3f378hdd2rd8,"Large classrooms, different seating options, lots of space",34.733157,-86.64189,Morton Hall
3mm4dhk7mjx3,The facility is bright and inviting. Classrooms in other buildings can be dark and dingy.,34.73316,-86.641636,Morton Hall
9m96x9cso2y4,Nicest facilities,34.73318,-86.641848,Morton Hall
8ai72fni2727,They are newer and clean and there is usually some natural light in these rooms.,34.733187,-86.641964,Morton Hall
6bm3ecl4lkg8,Morton's classrooms are just newer and it is noticeable as well as Nursing. I wish that much effort was put into the science classrooms.,34.733189,-86.641945,Morton Hall
3aa6lsh7pf83,The classrooms in Morton are spacious and accessible for a large man like myself.,34.733191,-86.641915,Morton Hall
3vi33sov97sa,the classrooms in the morton building are very nice. They look clean and are very up to date.,34.733192,-86.641974,Morton Hall
36rjb3n8wdc9,Nice and new,34.733193,-86.641938,Morton Hall
3dx2xdg3jzu4,They are new. Large classrooms. DonÂ’t feel like IÂ’m in the Cold War,34.733195,-86.641974,Morton Hall
2vz6kgp7w3cb,Morton because they are updated.,34.733202,-86.641962,Morton Hall
7bz8yoy3mf3c,"The studio rooms in Wilson, especially 309 on the third floor, is fantastic. The rooms are lively and supportive of creating art, we have space for our supplies and creative freedom. Morton Hall has the best traditional classrooms, especially on the new side. TheyÂ’re bright, the artificial lighting isnÂ’t too harsh, and the desks arenÂ’t too crowded.",34.733204,-86.641827,Morton Hall
7j4lgo4nye47,Lots of windows/natural light.,34.733211,-86.641751,Morton Hall
9l7b74a7hwy8,Larger classrooms with adequate technology.,34.733216,-86.641839,Morton Hall
3oih6rzl3ie4,Elevated spaces,34.733218,-86.641852,Morton Hall
7tk4hwb7yt74,"Most of my classes are in Morton Hall anyways, so I don't really have much experience with other halls.",34.733225,-86.642014,Morton Hall
4y62dih2bp87,"I like the setup. Lots of windows for natural light, and most of the classrooms don't look depressing",34.733228,-86.641879,Morton Hall
24gwc3avs8w9,"The classrooms in morton are just more modern, and the rooms in MSB/optics are just alright",34.733231,-86.641968,Morton Hall
4732ba3gep23,Morton's main classroom is spacious and provides more then enough resources for classes.,34.733251,-86.641964,Morton Hall
4ld2rvk9s8z6,"Clean, good seats, has windows",34.733266,-86.640692,Morton Hall
9h682f8jy269,"Up-to-date, kept clean, quiet. Easy projector access.",34.733275,-86.641945,Morton Hall
7nd7cff9nxg3,Morton is the brightest and cleanest.,34.73329,-86.641803,Morton Hall
6oiz4str7xka,They are very nice and have lots of space. The classrooms feel warm and welcoming.,34.733291,-86.641835,Morton Hall
7zw8yg62b4j6,"They are modern feeling, have open windows, and the general layout of the classrooms feels inviting.",34.733302,-86.641721,Morton Hall
7c8vrd8y6vz6,"plenty of space, wide flat tables and rolling chairs.",34.733307,-86.641801,Morton Hall
677ojw4vr7n8,"MOR145 is a fantastic classroom. Visibility is good, sound travels well, the screen is bright, the chairs are comfortable. It's overall a great classroom.",34.733309,-86.64201,Morton Hall
7tx9sbf9fye9,These are the nicest and newest buildings on campus.,34.73331,-86.641805,Morton Hall
8v3dgx9prb6a,0,34.718614,-86.646429,Olin B. King Technology Hall 
7lfm3fue2w4i,"Comfortable chairs, plenty of plugs, good lighting.",34.73332,-86.641837,Morton Hall
9my6g7umh9l4,I like the tall ceilings and big windows it makes me feel much less claustrophobic and comfortable in class.,34.733324,-86.641908,Morton Hall
49re9acv8jv7,"ItÂ’s spacious, has outlets, and is updated/has windows.",34.733324,-86.641804,Morton Hall
3f4ien9i7f6a,0,34.718653,-86.646465,Olin B. King Technology Hall 
8o8hj7ftb9x9,"Open feeling, well lit, modernized, and have plenty of table space and comfortable seating",34.733338,-86.641899,Morton Hall
7iw4p6aox7dz,The new side of Morton is very well designed in my opinion,34.733347,-86.641778,Morton Hall
7n4e3o9lfa28,"The Morton classrooms have lots of windows, natural light, an open feel, good furniture, and donÂ’t get tiring over the course of a long lecture like most others do",34.733351,-86.641686,Morton Hall
7c6g4p8dht7p,0,34.718692,-86.646482,Olin B. King Technology Hall 
3hu2vj3yrn27,0,34.718702,-86.646395,Olin B. King Technology Hall 
7tz9l334s9t8,Classrooms are fairly up to date in the marked places.,34.733364,-86.641791,Morton Hall
748hly4cr2g8,0,34.718733,-86.646627,Olin B. King Technology Hall 
34zmw9mnl8ga,"I love the windows in Morton Hall, especially new Morton. The rooms are bright, and even the lecture halls give each person plenty of space on the desktop and for storing their belongings.",34.733365,-86.641837,Morton Hall
73wbj8nmf2da,Newest facilities are in Morton and it is very obvious.,34.733379,-86.64174,Morton Hall
4a4rod6avj43,0,34.71875,-86.646575,Olin B. King Technology Hall 
8ci3as6e8u63,Places that have large whiteboards and tend be empty,34.733388,-86.6417,Morton Hall
4js2yx7hju64,Because they are newer classrooms that have updated seating to accommodate for laptops. There is also a lot of natural lighting.,34.73339,-86.641605,Morton Hall
2sv8pxr4hep6,It'sa newer facility and offers a communication-focused classroom layout.,34.733395,-86.641684,Morton Hall
3o8rl6o86d87,Most updated and largest spaces,34.733399,-86.641699,Morton Hall
6i3a4dhj8v98,Morton is nice. Engineering is the flagship program of this school. Its classrooms should be equally nice.,34.73341,-86.641777,Morton Hall
9bl3fwf7r4r4,"The rooms in the new portion of Morton and the Nursing Building are fantastic. The chairs are comfortable (and quiet!) in every room, there is ample outlets for charging devices, and the projector screens are all large and easily visible. The rooms also have a nice aesthetic appeal, and I especially love the large windows in Morton because I love natural light.",34.73341,-86.641703,Morton Hall
3yg7pg3cav28,0,34.718775,-86.646541,Olin B. King Technology Hall 
2skx7zjc9cv8,0,34.718777,-86.64666,Olin B. King Technology Hall 
4g9h3gdp3979,Very new and very comfortable setting,34.73341,-86.641703,Morton Hall
3cg9y3zu6rk4,"All of my classes are located in Morton, and I enjoy how they are set up.",34.733417,-86.641685,Morton Hall
2ie7lt29ky93,The new side of Morton has large classrooms that are nice and up to the technological standard,34.733421,-86.641608,Morton Hall
6wf7h2cbp434,"The new big classrooms in Morton are perfect for hosting student organization events that need a projection display, SWIRLL is shaped like a tornado, Cramer Hall has big desks",34.733424,-86.6416,Morton Hall
3zt3wro9nxc2,"They have rolly chairs, big windows, big classrooms, outlets near every desk, or a combination of those things.",34.733429,-86.641472,Morton Hall
39npr9hr9ds9,"Nicer facilities, better ammenities.",34.733433,-86.641668,Morton Hall
9nb8osd76lm8,"Accommodations are the best in the new wing of Morton; power outlets in desks, comfortable seating, good viewing and sound.",34.733438,-86.640903,Morton Hall
4ui9jez83uta,Morton is nice and update to date.,34.733442,-86.64172,Morton Hall
42gr9czh4rfa,Very nice and modern,34.733448,-86.641665,Morton Hall
2fj3pa4726o4,"idk, MOR 145 is alright",34.733453,-86.641822,Morton Hall
4a4rod6avj43,0,34.718813,-86.646498,Olin B. King Technology Hall 
9g9bux6ljv66,Nice new rooms that are clean and easy to see. Also easy to get in and out of seating,34.733455,-86.641692,Morton Hall
67fvz7eom2fh,New and nice,34.73346,-86.641682,Morton Hall
8ws88t7kjg7a,Modern feel and and clean,34.733467,-86.641703,Morton Hall
9be88eo9mzl7,0,34.718831,-86.646623,Olin B. King Technology Hall 
29u4hd63o9f3,Windows,34.733472,-86.641706,Morton Hall
664xc8xl3af7,0,34.718835,-86.646349,Olin B. King Technology Hall 
89myk9ysr2k4,0,34.718841,-86.646645,Olin B. King Technology Hall 
9x2a72eg7ija,0,34.718848,-86.646712,Olin B. King Technology Hall 
8s6czf4vye26,"Large classrooms, new facilities, good seating options",34.733482,-86.641815,Morton Hall
6i3a4dhj8v98,0,34.718879,-86.64655,Olin B. King Technology Hall 
4w6mvi8hw274,"Lots of sunshine, can see outside, big classrooms, presentation technology.",34.733487,-86.641689,Morton Hall
3ev8xmp6slr7,open windows,34.733537,-86.641564,Morton Hall
7ok8yay6no86,the addition to morton hall has some nice classrooms,34.73356,-86.641506,Morton Hall
32uzd6idj8i6,0,34.718886,-86.646485,Olin B. King Technology Hall 
4ba6kwe2lza8,0,34.71889,-86.646323,Olin B. King Technology Hall 
3yg4tsw87i39,Morton Hall overall has got a lot of very neat classrooms.,34.733585,-86.641374,Morton Hall
3ta3nbu7ely6,The dinky desks were in Morton and Roberts; the movie theater seats are in Shelby and Roberts; the silly modern chairs are popular in Morton (not practical!),34.731043,-86.638762,Morton Hall
9ld7owj7nij7,old,34.731054,-86.639049,Morton Hall
3wpw9rp6vk79,"open concept does little to dampen sound, too bright",34.732435,-86.641598,Morton Hall
879wvv29isn8,The older classrooms of Morton Hall have humidity issues.,34.732581,-86.641385,Morton Hall
7d6tpz23r683,0,34.7189,-86.646515,Olin B. King Technology Hall 
4w6mvi8hw274,In the Morton Basement you can't see outside and there is no natural light. For the Shelby Center there is no commuter parking.,34.732582,-86.641397,Morton Hall
4u7bhc7etp33,Very empty and plain,34.732601,-86.641408,Morton Hall
2ib6eej2vjy7,Uncomfy chairs. They suck.,34.732719,-86.641636,Morton Hall
6l4opn7nbe39,0,34.718904,-86.646422,Olin B. King Technology Hall 
7s2677wjf3u3,Terrible parking,34.732729,-86.641523,Morton Hall
4w6mvi8hw274,In the Morton Basement you can't see outside and there is no natural light. For the Shelby Center there is no commuter parking.,34.732729,-86.641561,Morton Hall
8p4ek8vxc384,"The classrooms in Engineering are out of date. Optics lacks proper space for labs, I had to do one of my physics labs in a hallway. Morton is a far walk but it's classrooms are nice. Tech Hall is also a far walk with out of date/ cramped classrooms.",34.732779,-86.641672,Morton Hall
3bub6d73dbc3,"The “art” on the walls of Morton make me uncomfortable. The classrooms at MSB are small, cold, and uninviting",34.732783,-86.641653,Morton Hall
9oc9pi76os79,They are soo far away.,34.732788,-86.641591,Morton Hall
72ign26cmx36,"SST 103 is a disturbingly high-school esque classroom with no flourishes in any sense, just desks in front of a projector and chalkboards on the side. It definitely needs some sort of revamp and it being near the large lecture room doesn't help its image. MOR 130 and rooms similar to it are absurdly overwhelming, there are far too many computers, keyboards, and whiteboards for any kind of work that would need to be done for the classes held in it, and the amount of desks are disproportional to the room size and cause massive clutter. It shocks me that such an expensive room for lack of utility and a room such as SST 103 are in the same campus, and I strongly believe those funds could be more evenly distributed.",34.732795,-86.641683,Morton Hall
3ta3nbu7ely6,The dinky desks were in Morton and Roberts; the movie theater seats are in Shelby and Roberts; the silly modern chairs are popular in Morton (not practical!),34.732807,-86.641945,Morton Hall
4w6mvi8hw274,In the Morton Basement you can't see outside and there is no natural light. For the Shelby Center there is no commuter parking.,34.732893,-86.64173,Morton Hall
3ta3nbu7ely6,The dinky desks were in Morton and Roberts; the movie theater seats are in Shelby and Roberts; the silly modern chairs are popular in Morton (not practical!),34.732907,-86.641698,Morton Hall
4lj2amv2r3u7,It feels the most out of the way,34.732915,-86.641796,Morton Hall
4gyu7xvn4xt6,chairs can be uncomfortable,34.732917,-86.637696,Morton Hall
2la2zts67gr9,0,34.718937,-86.646623,Olin B. King Technology Hall 
6ao66rt6y3h8,"Morton is just to far out of the way for engineering students since most classes occur in SST, MSB, and the engineering building",34.732917,-86.641558,Morton Hall
62e8372wnr28,Rooms are older and more cramped.,34.73292,-86.641686,Morton Hall
3wl2hkb9nhi3,"It's a long walk, there is no parking available for me due to parking zones, and it's just a pain to get there.",34.732926,-86.641733,Morton Hall
2o9t7gyn8fma,Morton. It’s the farthest from the civil offices,34.73293,-86.641866,Morton Hall
2gy9afx7isj9,Classes are hard to find in the library.  Classrooms in Morton echo and sometimes it is hard to hear the professor.,34.732934,-86.641835,Morton Hall
2uz2a3ktf7k7,"Very far away from my lab, inconveniently located.",34.732948,-86.641738,Morton Hall
2384ysw3wf66,Inconvenient for upperclassmen who live across campus.,34.732949,-86.641823,Morton Hall
6nj2f6wy6mt4,I hate classrooms with no windows and no nice views.,34.73296,-86.641756,Morton Hall
7dpv48yx6pa9,"Morton is too far away, difficult to get to quickly, some classrooms are very out of date. Tech hall is extremely difficult to get to and very outdated",34.732961,-86.641733,Morton Hall
4zw8fht3fdn6,0,34.718976,-86.646178,Olin B. King Technology Hall 
74han3ihg3ta,it take long time to walk up to there from Engineering building,34.732978,-86.64175,Morton Hall
6r3gzu8rsd63,Not a lot of commuter accessible parking. I have to park from Spragins Hall or Roberts Hall on most days and arrive extra early to be on time.,34.733011,-86.641777,Morton Hall
9v8kyc7s4wc3,Building needs upgrade,34.733037,-86.637298,Morton Hall
3wz8gai7o8o9,morton rooms are very sterile feeling,34.733057,-86.641843,Morton Hall
9l6uwb4vhb8a,"I think the Morton renovations make the space look modern, but it's not effacement for studying AT ALL in the hallway sections because the table and chair heights in the halls are not an optimal height for studying with a laptop. I do like the classrooms, but they are almost always occupied for classes which only leaves the halls. Overall it has a nice atmosphere but it was not ergonomically designed for studying at all. The Charger Union has some good seats but the tables and chairs in the middle of the building are not close to outlets which I find is a big problem considering the other seats are always occupied.",34.73306,-86.641783,Morton Hall
4fl4hs4ych76,Because it’s old and too far to walk,34.733077,-86.637408,Morton Hall
3ck2vf2x93f6,Incredibly far away. Often have classes that go from Morton to Optics which is highly annoying.,34.73314,-86.64185,Morton Hall
4gyu7xvn4xt6,chairs can be uncomfortable,34.733147,-86.64188,Morton Hall
767dz92bck3z,0,34.718994,-86.646548,Olin B. King Technology Hall 
6hdu8j6oil24,"The large downstairs Shelby classrooms have very tiny desks that are hard to work with, Morton's rolling chairs are very uncomfortable, and Nursing 103's table/chair situation is also uncomfortable.",34.733185,-86.641968,Morton Hall
7ww2u8jj4ld3,All the way in Morton hall its a long walk and not a great place when living in the Charger village,34.733219,-86.641764,Morton Hall
8tu6vb2xkm78,Too far away with no parking for people living in Southeast all the way across campus. 20 minutes is not enough time for a class that ends in Morton and another that starts 20 minutes later in Tech Hall without parking to drive.,34.733265,-86.641918,Morton Hall
7w7p6949kvz4,0,34.719008,-86.646516,
2ux73gab9ay6,0,34.719026,-86.646736,
7zeb86lfy799,The walk/drive,34.733269,-86.641835,Morton Hall
93b9cg49yxi7,I don't like the chairs and desks in the nursing building and I don't really like having class in the Franz multipurpose room,34.73331,-86.640712,Morton Hall
6cko7ruo8gva,I usually only end up with one class here and I have to rush across campus to get here.,34.733329,-86.641845,Morton Hall
3wpw9rp6vk79,"open concept does little to dampen sound, too bright",34.733442,-86.641632,Morton Hall
7hk9t8yhn4o6,0,34.71904,-86.646447,
3aws4rwj8bo9,0,34.71904,-86.646485,
4b7oxk7wjv68,I like the classrooms in Morton with tables! They're stable.,,,Morton Hall
3ve69bwn3wav,morton,,,Morton Hall
44mud2ojm788,morton hall because they are cleaner and newer,,,Morton Hall
7fk6ref6oy64,"Morton Hall, Nice and Quiet",,,Morton Hall
9rm94smk22n7,"Morton has nice classrooms with functional outlets and windows but the chairs can be uncomfortable. Somethings are simply too ""modern"" for the sake of being modern.",,,Morton Hall
8tk8d6swy9w6,0,34.719076,-86.646436,
7ti3bjd9gkj3,0,34.719078,-86.646463,
3mg3cud4fpj9,"Morton, BAB",,,Morton Hall
7suk89go8ax6,My favorite's would be Morton and the nursing building. I enjot these because I get to see people of my major and Morton is very close to the caf and a communter parking lot so it makes for an easy lunch and drive back to SSB.,,,Morton Hall
9wx2bji34nz4,"New morton hall, modern",,,Morton Hall
384a7ayv4n26,The ones in Morton because they are nice and I like the desks,,,Morton Hall
8t4z4e7zah76,the ones in morton hall,,,Morton Hall
6lu8in9c7mm8,The nursing building has a variety of classroom types and they all feel spacious and comfortable,34.729716,-86.63864,Nursing Building
7xdp8rsk8ry9,ItÂ’s where IÂ’m currently attending all of my class rooms,34.729887,-86.638742,Nursing Building
4a4rod6avj43,0,34.719152,-86.646421,
4e6e8x6twz99,It's where all my classes are,34.72994,-86.638677,Nursing Building
6fyd4tgd2vp4,The most aesthetically pleasing.,34.729942,-86.638803,Nursing Building
4yny6nka7iu4,They are new and updated.,34.729952,-86.638656,Nursing Building
9ag8p2hm9kua,"Have you ever been in the nursing building?! It is killer, I would love to have every other classroom modeled after this.",34.729954,-86.638684,Nursing Building
7w8bdp9zrb76,updated classrooms,34.729963,-86.63849,Nursing Building
4hc2m2ogo4h6,the nursing building is amazing because its huge,34.729995,-86.638666,Nursing Building
7mp64frb6yx3,"They are new, have the best chairs, and are the best equipped",34.73004,-86.638639,Nursing Building
4de34pco2lf9,"Staggered seating, outlets, comfortable chairs",34.730041,-86.638755,Nursing Building
6od93xo44lg6,0,34.719233,-86.646534,
4he79njg3k34,"The desks, chairs, and room itself are modern and up to date, and the small lecture halls with electrical outlets in the countertops are nice",34.730063,-86.638751,Nursing Building
9cj4nb738ic8,Atmosphere is nice and feels calming. Feels clean.,34.730094,-86.63877,Nursing Building
3gv8bl9gz976,"Nice, new, tables are all easy to write on and there is enough space for everyone",34.730094,-86.638695,Nursing Building
877blo42pab6,"Large desk space, comfortable rolly chairs, lots of outlets",34.730119,-86.638586,Nursing Building
3ck7xya8ljk9,"They are more modern, and have more windows. They allow for a more attractive, inviting, and more enjoyable experience.",34.73012,-86.638654,Nursing Building
227iv8o2tmb3,0,34.721911,-86.638154,
6i3a4dhj8v98,0,34.72192,-86.638169,
879wvv29isn8,The lecture halls in the Nursing Building feel more modern than those in other buildings.,34.730124,-86.638717,Nursing Building
